title,url,image,genres
The Only One Left,https://www.goodreads.com/book/show/62703226-the-only-one-left,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668181003i/62703226._SY75_.jpg,"['Thriller', 'Mystery', 'Mystery Thriller', 'Horror', 'Fiction', 'Audiobook', 'Gothic']"
The Exchange: After The Firm,https://www.goodreads.com/book/show/123285511-the-exchange,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1680090791i/123285511._SY75_.jpg,"['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Mystery Thriller', 'Suspense', 'Audiobook']"
Verity,https://www.goodreads.com/book/show/59344312-verity,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634158558i/59344312._SY75_.jpg,"['Thriller', 'Romance', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Contemporary']"
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,https://www.goodreads.com/book/show/193388249-killers-of-the-flower-moon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1696884539i/193388249._SY75_.jpg,"['Nonfiction', 'History', 'True Crime', 'Crime', 'Audiobook', 'Mystery', 'Historical']"
"Queen of Shadows (Throne of Glass, #4)",https://www.goodreads.com/book/show/76707900-queen-of-shadows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673566810i/76707900._SY75_.jpg,"['Fantasy', 'Young Adult', 'Romance', 'Fae', 'Magic', 'Fiction', 'Young Adult Fantasy']"
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",https://www.goodreads.com/book/show/126062562-the-assassin-s-blade,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1680869667i/126062562._SY75_.jpg,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'High Fantasy', 'Short Stories']"
"Resurrection Walk (The Lincoln Lawyer, #7; Harry Bosch Universe, #37)",https://www.goodreads.com/book/show/85766771-resurrection-walk,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1679615696i/85766771._SY75_.jpg,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Legal Thriller']"
"Love, Theoretically",https://www.goodreads.com/book/show/61326735-love-theoretically,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1681476644i/61326735._SY75_.jpg,"['Romance', 'Contemporary', 'Contemporary Romance', 'Fiction', 'Adult', 'Audiobook', 'Chick Lit']"
"Twisted Love (Twisted, #1)",https://www.goodreads.com/book/show/55817097-twisted-love,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618487915i/55817097._SY75_.jpg,"['Romance', 'Contemporary', 'Contemporary Romance', 'New Adult', 'Fiction', 'Adult', 'Audiobook']"
The Perfect Marriage,https://www.goodreads.com/book/show/53450790-the-perfect-marriage,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593388297i/53450790._SY75_.jpg,"['Thriller', 'Mystery', 'Mystery Thriller', 'Fiction', 'Audiobook', 'Suspense', 'Crime']"
